worker_id,city,zone,date,day_of_week,hours_worked,orders_completed,rainfall_mm,aqi,temperature_c,humidity_pct,earnings,target_earnings
GK-11872,Delhi,Rohini,2025-12-28,6,11.0,23,0.0,325,23.0,66.0,1329.26,1329.26
GK-11243,Chennai,Porur,2025-12-04,3,6.9,12,12.6,149,27.4,72.7,823.38,823.38
GK-10648,Delhi,Karol Bagh,2026-02-05,3,14.0,37,0.0,101,24.3,46.7,1837.38,1837.38
GK-10659,Mumbai,Malad,2026-01-20,1,8.0,21,0.0,118,28.3,39.9,881.84,881.84
GK-11836,Delhi,Saket,2025-11-28,4,11.1,30,0.0,390,31.7,30.8,1084.29,1084.29
GK-11246,Delhi,Karol Bagh,2025-12-25,3,9.6,25,0.0,220,23.4,60.0,807.52,807.52
GK-11294,Mumbai,Powai,2026-03-08,6,13.9,38,2.5,65,30.6,66.4,1655.65,1655.65
GK-11162,Chennai,Anna Nagar,2025-10-17,4,12.6,33,0.0,61,29.5,78.3,1931.54,1931.54
GK-10429,Mumbai,Kurla,2025-12-06,5,11.2,30,0.0,116,30.0,48.1,1276.96,1276.96
GK-10318,Chennai,Guindy,2026-03-29,6,11.1,30,0.0,106,31.3,32.5,1628.75,1628.75
GK-10576,Delhi,Rohini,2026-03-05,3,13.3,21,0.0,222,45.9,31.9,1359.58,1359.58
GK-10478,Delhi,Janakpuri,2025-10-21,1,10.1,28,0.0,151,41.2,54.8,1403.66,1403.66
GK-10664,Chennai,Anna Nagar,2026-03-15,6,13.8,32,0.0,135,34.7,65.8,1788.92,1788.92
GK-10537,Mumbai,Bandra,2025-12-10,2,11.5,28,0.0,91,23.1,30.3,1238.27,1238.27
GK-10510,Delhi,Chandni Chowk,2025-11-07,4,12.6,21,0.0,408,45.4,69.8,964.44,964.44
GK-11904,Chennai,Chromepet,2025-12-02,1,10.0,24,0.9,117,25.1,50.9,1142.49,1142.49
GK-11509,Chennai,Chromepet,2026-03-21,5,7.0,20,0.0,123,34.5,38.8,852.2,852.2
GK-10246,Chennai,Guindy,2026-01-14,2,13.4,38,0.0,184,24.5,63.4,1711.89,1711.89
GK-11770,Chennai,Adyar,2026-01-21,2,14.0,22,0.0,111,27.4,66.6,1686.58,1686.58
GK-10417,Delhi,Lajpat Nagar,2025-12-25,3,12.1,34,0.0,287,20.2,33.6,1175.0,1175.0
GK-11441,Delhi,Nehru Place,2025-10-05,6,14.0,32,0.0,143,25.6,58.5,2790.5,2790.5
GK-10245,Delhi,Dwarka,2026-02-15,6,9.2,26,0.0,74,19.7,47.3,1421.72,1421.72
GK-11830,Chennai,Mylapore,2025-12-03,2,8.1,14,0.0,34,30.0,64.6,560.22,560.22
GK-11949,Chennai,Mylapore,2026-03-12,3,13.4,26,0.0,32,33.6,53.4,1777.1,1777.1
GK-11091,Delhi,Saket,2026-01-04,6,11.2,17,0.0,268,33.3,39.6,2138.52,2138.52
GK-10547,Mumbai,Bandra,2026-03-08,6,14.0,28,0.0,88,36.9,57.9,2973.15,2973.15
GK-10481,Mumbai,Andheri,2025-12-17,2,10.3,26,0.0,156,20.9,49.7,915.06,915.06
GK-10828,Delhi,Chandni Chowk,2025-12-25,3,8.8,20,0.0,240,34.6,37.5,900.06,900.06
GK-10100,Mumbai,Powai,2025-12-04,3,8.9,18,0.0,66,20.9,45.7,1111.06,1111.06
GK-10521,Delhi,Lajpat Nagar,2025-12-10,2,9.3,15,1.6,210,24.3,59.8,1181.79,1181.79
GK-11940,Delhi,Dwarka,2025-11-07,4,10.9,26,0.0,282,36.1,53.1,1347.51,1347.51
GK-11052,Delhi,Chandni Chowk,2025-10-29,2,6.1,15,0.0,223,32.6,38.8,848.33,848.33
GK-10625,Mumbai,Dadar,2026-01-11,6,8.9,21,0.0,157,26.1,53.1,1130.96,1130.96
GK-10404,Mumbai,Thane,2026-01-10,5,9.7,16,0.0,158,25.6,54.8,1576.98,1576.98
GK-10962,Mumbai,Bandra,2026-03-28,5,13.1,37,0.0,88,29.4,38.2,1994.85,1994.85
GK-11572,Mumbai,Powai,2026-03-11,2,12.3,21,0.0,161,31.7,39.8,1076.54,1076.54
GK-10098,Delhi,Saket,2026-01-27,1,7.2,14,4.3,282,18.9,41.7,1089.63,1089.63
GK-10883,Chennai,Guindy,2026-02-26,3,10.4,30,0.0,195,28.7,60.8,1167.95,1167.95
GK-11356,Mumbai,Goregaon,2026-01-05,0,14.0,31,0.0,188,21.3,69.4,1406.6,1406.6
GK-10033,Delhi,Saket,2025-12-19,4,4.7,7,0.0,258,40.7,33.9,646.74,646.74
GK-11634,Delhi,Saket,2026-03-13,4,12.5,20,0.0,131,22.8,55.3,1542.23,1542.23
GK-10022,Delhi,Pitampura,2026-03-27,4,10.4,23,0.0,93,44.5,59.4,800.53,800.53
GK-11351,Chennai,Tambaram,2025-12-04,3,11.2,29,0.0,133,27.7,52.0,1430.64,1430.64
GK-11885,Chennai,Porur,2026-02-15,6,13.6,33,0.0,98,29.1,35.3,1399.33,1399.33
GK-10525,Delhi,Rohini,2025-12-27,5,5.8,11,0.2,410,18.3,41.8,867.8,867.8
GK-10021,Mumbai,Thane,2025-10-30,3,10.0,24,0.0,136,27.5,36.4,1039.21,1039.21
GK-11903,Chennai,Tambaram,2025-12-23,1,6.5,17,15.8,151,20.6,89.1,878.45,878.45
GK-11629,Mumbai,Kurla,2026-01-22,3,9.2,18,0.0,121,22.3,31.4,998.07,998.07
GK-10636,Delhi,Connaught Place,2026-01-11,6,8.4,20,0.0,260,30.5,51.4,1088.26,1088.26
GK-10061,Mumbai,Navi Mumbai,2025-11-21,4,10.8,26,0.0,66,30.7,33.9,1092.61,1092.61
GK-10257,Mumbai,Bandra,2026-03-06,4,11.7,31,0.0,184,36.6,62.4,1182.34,1182.34
GK-10992,Delhi,Rohini,2026-03-25,2,5.8,16,0.0,130,36.2,36.4,580.77,580.77
GK-10330,Mumbai,Thane,2025-11-27,3,7.3,15,0.0,202,31.6,36.1,731.72,731.72
GK-10500,Mumbai,Borivali,2026-01-02,4,7.8,17,0.0,29,21.2,44.3,1002.5,1002.5
GK-10356,Mumbai,Malad,2025-11-21,4,8.8,16,0.0,128,30.8,55.5,1251.94,1251.94
GK-10291,Chennai,Adyar,2026-02-09,0,12.6,25,0.0,77,24.4,59.9,1925.32,1925.32
GK-10166,Mumbai,Navi Mumbai,2025-11-28,4,9.1,19,0.0,114,30.7,59.2,1181.82,1181.82
GK-10053,Chennai,Porur,2026-01-09,4,9.7,20,0.0,121,21.1,49.6,1535.7,1535.7
GK-11818,Delhi,Saket,2025-11-17,0,12.8,33,0.0,320,45.3,55.4,919.29,919.29
GK-11356,Mumbai,Goregaon,2026-02-26,3,12.1,32,0.9,94,30.6,67.1,1215.07,1215.07
GK-10666,Mumbai,Bandra,2026-02-21,5,10.3,15,0.0,41,25.9,65.9,1557.48,1557.48
GK-10938,Mumbai,Bandra,2025-10-10,4,9.9,20,0.0,123,33.0,68.4,1068.26,1068.26
GK-10966,Mumbai,Powai,2026-03-24,1,11.6,29,0.0,108,33.9,35.4,1449.59,1449.59
GK-11833,Delhi,Dwarka,2026-03-20,4,7.6,17,0.0,158,33.7,40.6,771.6,771.6
GK-10741,Mumbai,Borivali,2025-10-11,5,11.5,24,0.0,108,31.6,42.9,1681.99,1681.99
GK-10835,Mumbai,Dadar,2026-01-03,5,6.8,14,0.0,73,30.7,63.2,859.7,859.7
GK-11064,Mumbai,Navi Mumbai,2025-12-08,0,7.5,19,0.0,115,24.6,53.2,845.19,845.19
GK-10832,Chennai,Velachery,2025-10-23,3,11.4,25,1.1,113,30.4,72.1,1487.97,1487.97
GK-10577,Delhi,Pitampura,2025-11-25,1,12.1,28,0.0,264,44.5,40.5,1088.93,1088.93
GK-11158,Mumbai,Navi Mumbai,2026-02-25,2,9.3,18,0.0,123,27.5,47.8,987.25,987.25
GK-10066,Chennai,Mylapore,2026-03-04,2,8.1,15,0.0,55,37.4,39.4,1264.98,1264.98
GK-10999,Mumbai,Malad,2025-12-04,3,12.4,28,0.0,23,22.4,31.7,1036.5,1036.5
GK-10276,Delhi,Saket,2025-12-12,4,11.9,28,0.0,307,29.0,66.5,1302.72,1302.72
GK-11945,Chennai,Porur,2025-10-03,4,12.4,26,24.1,157,34.3,92.8,1195.33,1195.33
GK-11238,Delhi,Chandni Chowk,2026-02-26,3,13.8,22,0.0,159,23.2,45.7,1852.81,1852.81
GK-11219,Chennai,Mylapore,2025-11-01,5,8.1,16,0.0,102,29.8,77.3,1252.74,1252.74
GK-10727,Mumbai,Andheri,2026-02-16,0,9.0,14,0.0,135,20.5,31.2,1325.57,1325.57
GK-10044,Chennai,Tambaram,2025-12-31,2,11.7,17,55.7,97,25.3,53.9,1389.12,1389.12
GK-11582,Delhi,Chandni Chowk,2025-10-26,6,8.3,18,0.0,56,33.1,58.5,690.04,690.04
GK-10481,Mumbai,Andheri,2026-02-03,1,10.4,19,0.0,175,26.0,52.9,971.6,971.6
GK-11486,Delhi,Rohini,2025-10-01,2,14.0,32,0.0,119,26.8,60.3,2209.85,2209.85
GK-11339,Mumbai,Navi Mumbai,2026-01-20,1,13.2,34,0.0,45,27.7,45.1,1994.73,1994.73
GK-10855,Chennai,Anna Nagar,2025-12-07,6,11.0,30,1.9,151,23.1,57.2,1563.48,1563.48
GK-10898,Delhi,Janakpuri,2025-10-20,0,6.5,15,0.0,103,36.8,39.1,957.27,957.27
GK-10986,Mumbai,Navi Mumbai,2026-01-08,3,6.5,10,0.0,73,22.2,40.8,551.33,551.33
GK-11571,Delhi,Pitampura,2025-11-25,1,8.5,22,0.0,264,44.5,40.5,842.41,842.41
GK-10288,Delhi,Saket,2026-01-16,4,4.5,11,0.0,381,34.0,54.9,420.23,420.23
GK-11711,Delhi,Chandni Chowk,2025-10-13,0,9.2,15,0.0,132,25.2,67.0,1294.68,1294.68
GK-11954,Delhi,Karol Bagh,2025-12-02,1,13.7,23,1.5,310,39.6,66.3,1141.82,1141.82
GK-10511,Chennai,Mylapore,2025-12-31,2,9.8,20,4.5,60,30.7,86.5,1488.61,1488.61
GK-11315,Mumbai,Malad,2026-01-13,1,11.8,32,0.0,158,32.0,59.4,1550.37,1550.37
GK-11557,Chennai,Porur,2026-03-14,5,4.4,12,0.0,207,29.0,43.3,512.76,512.76
GK-11488,Delhi,Janakpuri,2025-11-30,6,8.1,13,0.0,323,23.3,35.5,1132.23,1132.23
GK-10841,Chennai,Adyar,2025-10-30,3,13.0,32,31.9,167,29.8,70.6,495.57,495.57
GK-11936,Mumbai,Dadar,2026-03-09,0,8.8,24,0.0,111,27.6,40.1,1100.94,1100.94
GK-11860,Delhi,Rohini,2026-03-25,2,5.6,15,0.0,130,36.2,36.4,528.81,528.81
GK-10907,Delhi,Dwarka,2026-03-22,6,12.3,36,0.0,106,31.6,36.7,2323.14,2323.14
GK-11972,Chennai,Tambaram,2026-03-13,4,10.6,28,0.0,102,34.3,30.7,1395.05,1395.05
GK-11861,Chennai,Adyar,2025-10-19,6,6.0,15,10.0,91,37.2,70.5,693.25,693.25
GK-10117,Delhi,Chandni Chowk,2025-10-31,4,11.8,32,0.0,122,36.4,32.3,1546.84,1546.84
GK-11014,Delhi,Janakpuri,2025-12-15,0,10.8,30,0.0,500,21.7,51.3,1113.24,1113.24
GK-10913,Chennai,Mylapore,2026-01-16,4,7.3,20,0.0,115,24.6,31.3,477.81,477.81
GK-11148,Mumbai,Borivali,2025-10-24,4,12.6,31,12.5,76,34.5,44.5,1765.74,1765.74
GK-11863,Delhi,Chandni Chowk,2025-11-08,5,13.8,21,0.0,434,44.4,66.4,1931.11,1931.11
GK-10592,Mumbai,Dadar,2026-01-08,3,12.2,35,0.0,55,23.7,52.8,1567.47,1567.47
GK-11809,Delhi,Pitampura,2025-12-08,0,6.1,15,0.0,291,37.4,41.2,896.28,896.28
GK-11412,Chennai,Sholinganallur,2026-03-13,4,3.9,8,0.0,79,34.3,65.3,422.45,422.45
GK-10930,Mumbai,Bandra,2026-03-15,6,12.5,26,0.0,198,28.5,58.8,1739.74,1739.74
GK-11507,Delhi,Connaught Place,2026-01-27,1,13.1,33,0.0,308,21.3,34.3,1288.75,1288.75
GK-11112,Delhi,Connaught Place,2025-10-01,2,10.9,21,0.0,58,28.8,68.8,1412.57,1412.57
GK-11121,Chennai,Tambaram,2025-12-15,0,11.3,27,17.2,129,26.9,71.8,1050.9,1050.9
GK-10199,Mumbai,Kurla,2025-12-27,5,6.4,13,0.0,65,30.5,36.3,1125.23,1125.23
GK-10245,Delhi,Dwarka,2025-12-12,4,10.5,24,0.0,437,17.8,50.6,1125.82,1125.82
GK-11325,Delhi,Pitampura,2025-10-09,3,6.2,15,0.0,56,35.8,62.0,843.92,843.92
GK-10313,Mumbai,Thane,2025-11-02,6,7.7,16,0.0,34,28.8,67.4,1318.22,1318.22
GK-11020,Delhi,Connaught Place,2026-01-01,3,9.4,23,0.0,459,23.3,67.1,988.98,988.98
GK-10951,Mumbai,Andheri,2026-02-24,1,5.1,11,0.0,179,26.5,55.2,734.95,734.95
GK-11364,Chennai,Chromepet,2026-02-05,3,9.3,24,0.0,130,30.3,61.1,1547.99,1547.99
GK-11229,Chennai,Tambaram,2025-11-23,6,8.0,13,61.2,100,35.6,94.3,1125.84,1125.84
GK-11940,Delhi,Dwarka,2025-10-24,4,13.6,32,6.8,102,34.4,57.3,1550.9,1550.9
GK-11898,Delhi,Chandni Chowk,2025-11-05,2,12.4,33,0.0,345,43.3,55.9,1051.74,1051.74
GK-10875,Mumbai,Powai,2026-02-03,1,8.4,18,0.0,100,20.8,35.0,809.8,809.8
GK-10995,Mumbai,Malad,2025-10-19,6,10.0,21,0.0,159,29.0,62.4,1097.17,1097.17
GK-11892,Chennai,Guindy,2026-01-20,1,12.6,33,0.0,138,22.3,58.1,1345.55,1345.55
GK-10978,Chennai,Sholinganallur,2026-02-17,1,12.2,30,0.0,45,24.4,50.6,1770.57,1770.57
GK-10699,Chennai,T. Nagar,2026-03-13,4,8.1,20,0.0,183,29.8,62.0,1427.17,1427.17
GK-10378,Delhi,Dwarka,2026-03-04,2,8.6,15,0.0,175,39.2,52.2,1292.04,1292.04
GK-10864,Mumbai,Dadar,2025-11-05,2,8.0,16,0.0,215,34.6,33.8,488.46,488.46
GK-11796,Chennai,Sholinganallur,2025-12-21,6,14.0,28,0.0,180,26.4,65.1,1796.56,1796.56
GK-11714,Chennai,T. Nagar,2025-11-17,0,6.1,10,29.3,41,33.3,84.1,438.67,438.67
GK-10932,Chennai,Porur,2026-02-17,1,6.2,9,0.0,40,25.3,43.3,882.4,882.4
GK-11961,Chennai,Chromepet,2025-10-13,0,6.0,12,0.0,152,34.2,94.7,983.71,983.71
GK-11697,Chennai,T. Nagar,2025-10-06,0,11.8,21,11.0,205,31.2,56.6,1486.69,1486.69
GK-11801,Chennai,Tambaram,2025-12-13,5,6.2,15,58.1,128,24.1,50.6,458.46,458.46
GK-10734,Delhi,Chandni Chowk,2025-12-01,0,12.9,22,0.0,365,36.1,30.9,1297.1,1297.1
GK-11581,Delhi,Dwarka,2025-10-28,1,11.8,33,0.0,20,38.2,61.1,1306.84,1306.84
GK-10560,Delhi,Dwarka,2026-02-03,1,12.9,38,0.0,184,40.0,62.0,1392.17,1392.17
GK-10599,Delhi,Janakpuri,2026-01-09,4,9.4,17,0.0,356,17.8,35.4,1099.12,1099.12
GK-10725,Chennai,Chromepet,2026-02-21,5,6.9,17,0.0,182,32.4,44.9,1074.51,1074.51
GK-10704,Delhi,Chandni Chowk,2025-10-01,2,14.0,40,0.0,49,23.8,39.3,1497.53,1497.53
GK-10239,Mumbai,Goregaon,2025-10-02,3,7.5,21,0.0,92,36.8,62.7,766.22,766.22
GK-10850,Chennai,Tambaram,2026-01-01,3,9.3,23,0.0,104,27.2,31.1,1399.6,1399.6
GK-11725,Delhi,Nehru Place,2026-02-05,3,5.2,11,0.0,138,39.9,63.3,657.34,657.34
GK-10676,Chennai,Chromepet,2026-02-02,0,13.8,37,0.0,110,29.9,66.0,1837.28,1837.28
GK-10724,Chennai,Anna Nagar,2025-12-09,1,13.1,27,0.0,50,31.3,84.3,1883.8,1883.8
GK-10986,Mumbai,Navi Mumbai,2025-11-12,2,5.5,14,0.0,253,29.1,54.8,460.89,460.89
GK-11323,Chennai,T. Nagar,2026-01-21,2,6.1,14,0.0,156,25.4,37.1,788.77,788.77
GK-11277,Chennai,Adyar,2025-12-25,3,8.2,13,0.0,145,30.0,57.2,1033.95,1033.95
GK-11526,Chennai,Velachery,2025-11-09,6,9.9,27,0.0,130,29.8,75.8,1209.65,1209.65
GK-10218,Mumbai,Dadar,2026-01-20,1,11.6,32,0.0,185,28.8,67.1,1434.59,1434.59
GK-10677,Mumbai,Thane,2025-12-13,5,9.9,16,0.0,130,21.3,37.4,1599.02,1599.02
GK-10764,Delhi,Karol Bagh,2026-03-22,6,6.3,9,0.0,132,35.4,34.4,646.57,646.57
GK-11376,Delhi,Connaught Place,2025-12-31,2,7.1,11,0.0,297,17.9,56.1,527.68,527.68
GK-11257,Delhi,Karol Bagh,2025-12-20,5,7.0,19,0.0,258,23.4,34.8,1011.49,1011.49
GK-10733,Mumbai,Dadar,2025-12-16,1,9.3,24,0.0,88,21.1,65.6,1282.17,1282.17
GK-10889,Mumbai,Navi Mumbai,2025-11-21,4,13.0,32,0.0,66,30.7,33.9,1243.23,1243.23
GK-11314,Delhi,Karol Bagh,2025-12-06,5,7.0,15,0.0,290,34.6,63.0,1255.05,1255.05
GK-11475,Delhi,Rohini,2025-10-25,5,8.0,18,0.0,81,27.6,69.8,1315.75,1315.75
GK-10622,Delhi,Pitampura,2026-01-23,4,8.4,23,0.0,392,22.8,40.9,1202.55,1202.55
GK-10772,Delhi,Rohini,2025-10-19,6,5.7,8,0.0,148,23.6,44.7,634.82,634.82
GK-11934,Mumbai,Powai,2025-11-20,3,5.4,8,0.0,107,31.2,69.2,608.19,608.19
GK-10901,Delhi,Dwarka,2026-03-04,2,9.3,18,0.0,175,39.2,52.2,1401.94,1401.94
GK-10730,Chennai,Chromepet,2025-10-27,0,14.0,40,0.0,109,36.1,72.7,1845.41,1845.41
GK-11854,Delhi,Karol Bagh,2025-11-10,0,7.9,17,0.0,358,38.7,68.8,927.31,927.31
GK-11949,Chennai,Mylapore,2025-10-18,5,13.2,26,0.0,64,32.0,71.7,2312.23,2312.23
GK-10824,Mumbai,Dadar,2026-02-20,4,12.4,24,0.0,162,25.4,58.0,1230.98,1230.98
GK-11349,Delhi,Rohini,2026-02-03,1,12.8,38,0.0,122,37.3,37.1,1110.41,1110.41
GK-10756,Mumbai,Kurla,2026-01-17,5,10.5,29,0.0,91,32.0,65.6,1346.23,1346.23
GK-11364,Chennai,Chromepet,2026-03-29,6,5.3,9,1.8,67,34.5,67.2,906.58,906.58
GK-10109,Mumbai,Navi Mumbai,2026-01-18,6,14.0,38,0.0,123,26.8,51.2,1859.75,1859.75
GK-10343,Delhi,Dwarka,2025-11-17,0,9.9,22,0.0,410,42.2,67.8,880.23,880.23
GK-11363,Delhi,Saket,2025-11-24,0,7.2,14,0.0,442,23.0,48.6,831.38,831.38
GK-11843,Delhi,Chandni Chowk,2025-11-08,5,13.4,37,0.0,434,44.4,66.4,1210.21,1210.21
GK-11716,Chennai,Adyar,2025-12-23,1,12.6,23,9.7,118,25.2,92.3,1497.41,1497.41
GK-11939,Chennai,T. Nagar,2026-03-19,3,12.8,26,0.0,20,36.9,58.7,1518.95,1518.95
GK-10669,Mumbai,Dadar,2026-03-07,5,7.3,13,0.0,161,30.0,54.6,953.06,953.06
GK-11204,Delhi,Chandni Chowk,2026-02-12,3,13.2,37,0.0,201,32.0,42.1,1722.98,1722.98
GK-10231,Delhi,Rohini,2025-10-08,2,13.1,34,0.0,67,40.5,62.2,1360.17,1360.17
GK-11652,Chennai,Adyar,2026-03-28,5,9.8,25,0.0,218,37.9,39.5,2188.32,2188.32
GK-11018,Chennai,Porur,2025-10-21,1,14.0,32,49.3,161,32.2,89.2,1422.45,1422.45
GK-11748,Chennai,Adyar,2026-02-17,1,9.0,26,0.0,184,24.5,63.4,1450.84,1450.84
GK-11839,Mumbai,Bandra,2025-11-17,0,7.2,14,0.0,198,25.6,41.7,898.64,898.64
GK-11013,Mumbai,Dadar,2025-10-14,1,8.6,14,0.0,224,28.4,30.4,1289.89,1289.89
GK-10609,Chennai,Mylapore,2025-11-13,3,10.5,29,21.3,166,28.9,91.0,1032.41,1032.41
GK-10433,Delhi,Rohini,2026-03-06,4,8.4,23,0.0,164,42.2,58.3,660.71,660.71
GK-11554,Chennai,Sholinganallur,2026-03-27,4,11.2,32,0.0,60,33.9,45.1,1054.31,1054.31
GK-11015,Chennai,T. Nagar,2025-10-19,6,9.2,26,0.0,121,37.0,51.5,1762.82,1762.82
GK-10664,Chennai,Anna Nagar,2026-01-24,5,12.7,23,0.0,131,30.9,32.8,1632.41,1632.41
GK-11196,Chennai,Porur,2025-11-11,1,7.0,18,0.0,90,36.3,88.4,683.22,683.22
GK-11773,Delhi,Nehru Place,2026-01-16,4,9.8,22,0.0,433,30.6,57.8,974.22,974.22
GK-11743,Mumbai,Goregaon,2025-10-15,2,4.9,11,0.0,179,28.5,47.3,531.08,531.08
GK-10689,Chennai,Guindy,2026-02-02,0,8.9,21,0.0,175,29.2,44.0,808.35,808.35
GK-10412,Chennai,T. Nagar,2026-02-04,2,9.4,20,0.0,103,22.2,67.3,1544.75,1544.75
GK-11490,Mumbai,Malad,2025-10-28,1,12.8,25,0.0,154,32.5,69.8,1751.5,1751.5
GK-11016,Chennai,T. Nagar,2026-02-01,6,10.6,21,0.0,81,32.3,65.6,1407.05,1407.05
GK-10917,Delhi,Rohini,2026-03-16,0,9.5,20,0.0,62,28.9,37.8,1274.88,1274.88
GK-10793,Delhi,Saket,2026-03-23,0,7.5,19,0.0,88,22.9,51.4,916.0,916.0
GK-11807,Mumbai,Goregaon,2025-12-08,0,12.8,22,0.0,153,23.2,65.4,1331.01,1331.01
GK-11901,Mumbai,Powai,2025-11-15,5,7.5,15,0.0,181,36.2,33.0,1045.03,1045.03
GK-11583,Delhi,Chandni Chowk,2026-02-16,0,7.5,11,0.0,114,21.8,51.1,723.72,723.72
GK-10684,Chennai,Sholinganallur,2026-03-04,2,11.3,19,0.0,46,35.3,42.4,2192.82,2192.82
GK-11453,Delhi,Lajpat Nagar,2026-02-16,0,10.0,21,0.0,220,34.5,41.8,1223.02,1223.02
GK-10637,Chennai,Anna Nagar,2026-02-07,5,9.7,14,0.0,78,29.5,51.6,1344.26,1344.26
GK-11672,Delhi,Chandni Chowk,2025-10-30,3,7.8,18,0.0,114,37.0,31.2,685.92,685.92
GK-10252,Mumbai,Borivali,2025-10-28,1,4.6,9,0.0,199,33.5,45.4,654.88,654.88
GK-10856,Mumbai,Bandra,2025-10-13,0,8.2,23,0.0,128,31.0,34.1,932.11,932.11
GK-10293,Delhi,Chandni Chowk,2025-11-10,0,10.6,28,0.0,290,30.0,49.1,1853.69,1853.69
GK-11105,Delhi,Chandni Chowk,2026-03-06,4,8.6,17,0.0,123,42.5,54.8,971.07,971.07
GK-11602,Chennai,Guindy,2026-03-14,5,9.8,25,0.0,142,35.6,33.1,925.01,925.01
GK-11585,Mumbai,Dadar,2026-02-26,3,12.9,33,0.0,44,22.4,66.9,1317.4,1317.4
GK-11422,Chennai,Mylapore,2025-12-15,0,14.0,24,0.0,98,29.2,53.7,2295.73,2295.73
GK-11537,Delhi,Janakpuri,2025-10-19,6,6.0,9,0.0,91,23.1,40.3,810.8,810.8
GK-10771,Mumbai,Navi Mumbai,2026-02-03,1,10.3,23,0.0,110,27.0,48.9,1248.34,1248.34
GK-11631,Delhi,Nehru Place,2026-03-28,5,6.9,18,0.0,210,31.5,56.5,584.91,584.91
GK-10235,Delhi,Janakpuri,2026-02-08,6,5.6,14,0.0,172,35.0,55.9,697.03,697.03
GK-11150,Chennai,Adyar,2026-01-03,5,8.8,21,0.0,91,22.5,61.9,978.07,978.07
GK-10040,Mumbai,Borivali,2025-10-21,1,7.5,13,0.0,147,36.9,55.9,772.44,772.44
GK-11228,Mumbai,Dadar,2026-02-02,0,8.7,13,0.0,83,28.9,67.7,728.78,728.78
GK-10541,Chennai,Mylapore,2026-03-26,3,8.2,16,0.0,177,32.3,35.2,981.5,981.5
GK-10315,Chennai,Adyar,2026-02-01,6,12.2,30,0.0,94,31.6,47.1,1256.98,1256.98
GK-10851,Mumbai,Bandra,2026-01-11,6,12.6,32,13.6,73,32.0,48.0,1820.74,1820.74
GK-11677,Delhi,Nehru Place,2025-11-14,4,10.0,28,6.0,319,38.1,59.9,588.83,588.83
GK-10400,Chennai,T. Nagar,2026-01-07,2,6.0,9,4.6,73,26.7,61.2,628.11,628.11
GK-10590,Mumbai,Bandra,2025-11-10,0,14.0,21,0.0,32,32.8,36.5,1363.12,1363.12
GK-10826,Delhi,Saket,2025-12-27,5,13.0,25,0.0,294,30.5,35.6,1516.58,1516.58
GK-11091,Delhi,Saket,2025-12-05,4,8.1,13,0.0,301,34.4,31.8,1214.95,1214.95
GK-11857,Mumbai,Borivali,2026-03-14,5,12.1,30,0.0,112,31.3,41.9,1902.97,1902.97
GK-10531,Chennai,Sholinganallur,2026-03-14,5,7.4,13,0.0,130,32.1,69.3,1041.74,1041.74
GK-11686,Mumbai,Powai,2026-03-21,5,12.4,36,0.0,165,34.8,69.5,2434.48,2434.48
GK-11566,Chennai,Guindy,2025-12-23,1,9.6,23,38.0,20,33.3,92.7,463.81,463.81
GK-11878,Delhi,Rohini,2025-10-16,3,14.0,28,0.0,154,32.3,69.4,1137.58,1137.58
GK-11783,Delhi,Chandni Chowk,2026-02-04,2,10.8,17,0.0,236,26.9,46.8,1510.7,1510.7
GK-11137,Delhi,Janakpuri,2025-12-13,5,13.6,29,0.0,279,36.5,43.8,1734.88,1734.88
GK-10245,Delhi,Dwarka,2025-12-26,4,6.2,13,0.0,332,32.8,38.6,750.27,750.27
GK-11487,Delhi,Connaught Place,2025-12-23,1,11.0,24,0.0,304,21.7,64.2,819.28,819.28
GK-11613,Chennai,Anna Nagar,2025-11-27,3,11.1,24,0.0,75,31.0,89.9,1316.49,1316.49
GK-10193,Chennai,T. Nagar,2026-01-20,1,14.0,28,9.6,87,29.4,67.6,961.06,961.06
GK-11577,Chennai,Sholinganallur,2026-02-10,1,13.8,30,0.0,20,29.6,60.9,1946.07,1946.07
GK-11971,Mumbai,Borivali,2026-01-23,4,12.3,36,0.0,176,20.7,66.0,1436.86,1436.86
GK-11868,Chennai,Guindy,2025-11-15,5,10.0,21,18.8,138,35.3,57.6,1055.91,1055.91
GK-10881,Mumbai,Navi Mumbai,2025-11-02,6,6.1,10,0.0,56,25.9,64.3,1213.03,1213.03
GK-10074,Delhi,Rohini,2026-03-13,4,13.2,37,0.0,104,26.1,64.3,1575.05,1575.05
GK-10240,Mumbai,Powai,2026-01-31,5,8.2,12,0.0,107,24.1,63.8,906.04,906.04
GK-11101,Chennai,Adyar,2026-01-15,3,11.9,27,0.0,101,33.6,32.7,1198.37,1198.37
GK-11703,Mumbai,Navi Mumbai,2026-01-27,1,14.0,26,0.0,138,31.4,43.0,1582.22,1582.22
GK-10898,Delhi,Janakpuri,2025-11-12,2,7.2,16,0.0,155,32.7,58.7,1078.81,1078.81
GK-10438,Mumbai,Dadar,2026-03-12,3,12.2,31,0.0,73,36.2,44.1,1059.38,1059.38
GK-10010,Mumbai,Kurla,2026-02-04,2,8.8,20,2.8,105,24.4,58.2,741.69,741.69
GK-11111,Mumbai,Borivali,2025-10-29,2,5.1,8,0.0,54,31.5,35.3,567.84,567.84
GK-11462,Chennai,Anna Nagar,2025-12-29,0,6.5,14,0.0,132,29.3,95.0,590.55,590.55
